image_path,label
datasets/train\subject-3\fall\3_standing_falls\frame068.jpg,1
datasets/train\subject-3\fall\3_standing_falls\frame069.jpg,1
datasets/train\subject-3\fall\3_standing_falls\frame070.jpg,1
datasets/train\subject-3\fall\3_standing_falls\frame071.jpg,1
datasets/train\subject-3\fall\3_standing_falls\frame072.jpg,1
datasets/train\subject-3\fall\3_standing_falls\frame073.jpg,1
datasets/train\subject-3\fall\3_standing_falls\frame074.jpg,1
datasets/train\subject-3\fall\3_standing_falls\frame075.jpg,1
datasets/train\subject-3\fall\3_standing_falls\frame076.jpg,1
datasets/train\subject-3\fall\3_standing_falls\frame077.jpg,1
datasets/train\subject-3\fall\3_standing_falls\frame078.jpg,1
datasets/train\subject-3\fall\3_standing_falls\frame079.jpg,1
datasets/train\subject-3\fall\3_standing_falls\frame080.jpg,1
datasets/train\subject-3\fall\3_standing_falls\frame081.jpg,1
datasets/train\subject-3\fall\3_standing_falls\frame082.jpg,1
datasets/train\subject-3\fall\3_standing_falls\frame083.jpg,1
datasets/train\subject-3\fall\3_standing_falls\frame084.jpg,1
datasets/train\subject-3\fall\3_standing_falls\frame085.jpg,1
datasets/train\subject-3\non_fall\3_jumping\frame000.jpg,0
datasets/train\subject-3\non_fall\3_jumping\frame001.jpg,0
datasets/train\subject-3\non_fall\3_jumping\frame002.jpg,0
datasets/train\subject-3\non_fall\3_jumping\frame003.jpg,0
datasets/train\subject-3\non_fall\3_jumping\frame004.jpg,0
datasets/train\subject-3\non_fall\3_jumping\frame005.jpg,0
datasets/train\subject-3\non_fall\3_jumping\frame006.jpg,0
datasets/train\subject-3\non_fall\3_jumping\frame007.jpg,0
datasets/train\subject-3\non_fall\3_jumping\frame008.jpg,0
datasets/train\subject-3\non_fall\3_jumping\frame009.jpg,0
datasets/train\subject-3\non_fall\3_jumping\frame010.jpg,0
datasets/train\subject-3\non_fall\3_jumping\frame011.jpg,0
datasets/train\subject-3\non_fall\3_jumping\frame012.jpg,0
datasets/train\subject-3\non_fall\3_jumping\frame013.jpg,0
datasets/train\subject-3\non_fall\3_jumping\frame014.jpg,0
datasets/train\subject-3\non_fall\3_jumping\frame015.jpg,0
datasets/train\subject-3\non_fall\3_jumping\frame016.jpg,0
datasets/train\subject-3\non_fall\3_jumping\frame017.jpg,0
datasets/train\subject-3\non_fall\3_jumping\frame018.jpg,0
datasets/train\subject-3\non_fall\3_jumping\frame019.jpg,0
datasets/train\subject-3\non_fall\3_jumping\frame020.jpg,0
datasets/train\subject-3\non_fall\3_jumping\frame021.jpg,0
datasets/train\subject-3\non_fall\3_jumping\frame022.jpg,0
datasets/train\subject-3\non_fall\3_jumping\frame023.jpg,0
datasets/train\subject-3\non_fall\3_jumping\frame024.jpg,0
datasets/train\subject-3\non_fall\3_jumping\frame025.jpg,0
datasets/train\subject-3\non_fall\3_jumping\frame026.jpg,0
datasets/train\subject-3\non_fall\3_jumping\frame027.jpg,0
datasets/train\subject-3\non_fall\3_jumping\frame028.jpg,0
datasets/train\subject-3\non_fall\3_jumping\frame029.jpg,0
datasets/train\subject-3\non_fall\3_jumping\frame030.jpg,0
datasets/train\subject-3\non_fall\3_jumping\frame031.jpg,0
datasets/train\subject-3\non_fall\3_jumping\frame032.jpg,0
datasets/train\subject-3\non_fall\3_jumping\frame033.jpg,0
datasets/train\subject-3\non_fall\3_jumping\frame034.jpg,0
datasets/train\subject-3\non_fall\3_jumping\frame035.jpg,0
datasets/train\subject-3\non_fall\3_jumping\frame036.jpg,0
datasets/train\subject-3\non_fall\3_jumping\frame037.jpg,0
datasets/train\subject-3\non_fall\3_jumping\frame038.jpg,0
datasets/train\subject-3\non_fall\3_jumping\frame039.jpg,0
datasets/train\subject-3\non_fall\3_jumping\frame040.jpg,0
datasets/train\subject-3\non_fall\3_jumping\frame041.jpg,0
datasets/train\subject-3\non_fall\3_jumping\frame042.jpg,0
datasets/train\subject-3\non_fall\3_jumping\frame043.jpg,0
datasets/train\subject-3\non_fall\3_jumping\frame044.jpg,0
datasets/train\subject-3\non_fall\3_jumping\frame045.jpg,0
datasets/train\subject-3\non_fall\3_jumping\frame046.jpg,0
datasets/train\subject-3\non_fall\3_jumping\frame047.jpg,0
datasets/train\subject-3\non_fall\3_jumping\frame048.jpg,0
datasets/train\subject-3\non_fall\3_jumping\frame049.jpg,0
datasets/train\subject-3\non_fall\3_jumping\frame050.jpg,0
datasets/train\subject-3\non_fall\3_jumping\frame051.jpg,0
datasets/train\subject-3\non_fall\3_jumping\frame052.jpg,0
datasets/train\subject-3\non_fall\3_jumping\frame053.jpg,0
datasets/train\subject-3\non_fall\3_jumping\frame054.jpg,0
datasets/train\subject-3\non_fall\3_jumping\frame055.jpg,0
datasets/train\subject-3\non_fall\3_jumping\frame056.jpg,0
datasets/train\subject-3\non_fall\3_jumping\frame057.jpg,0
datasets/train\subject-3\non_fall\3_jumping\frame058.jpg,0
datasets/train\subject-3\non_fall\3_jumping\frame059.jpg,0
datasets/train\subject-3\non_fall\3_jumping\frame060.jpg,0
datasets/train\subject-3\non_fall\3_jumping\frame061.jpg,0
datasets/train\subject-3\non_fall\3_jumping\frame062.jpg,0
datasets/train\subject-3\non_fall\3_jumping\frame063.jpg,0
datasets/train\subject-3\non_fall\3_jumping\frame064.jpg,0
datasets/train\subject-3\non_fall\3_jumping\frame065.jpg,0
datasets/train\subject-3\non_fall\3_jumping\frame066.jpg,0
datasets/train\subject-3\non_fall\3_jumping\frame067.jpg,0
datasets/train\subject-3\non_fall\3_jumping\frame068.jpg,0
datasets/train\subject-3\non_fall\3_jumping\frame069.jpg,0
datasets/train\subject-3\non_fall\3_jumping\frame070.jpg,0
datasets/train\subject-3\non_fall\3_jumping\frame071.jpg,0
datasets/train\subject-3\non_fall\3_jumping\frame072.jpg,0
datasets/train\subject-3\non_fall\3_jumping\frame073.jpg,0
datasets/train\subject-3\non_fall\3_jumping\frame074.jpg,0
datasets/train\subject-3\non_fall\3_jumping\frame075.jpg,0
datasets/train\subject-3\non_fall\3_jumping\frame076.jpg,0
datasets/train\subject-3\non_fall\3_jumping\frame077.jpg,0
datasets/train\subject-3\non_fall\3_jumping\frame078.jpg,0
datasets/train\subject-3\non_fall\3_jumping\frame079.jpg,0
datasets/train\subject-3\non_fall\3_jumping\frame080.jpg,0
datasets/train\subject-3\non_fall\3_jumping\frame081.jpg,0
datasets/train\subject-3\non_fall\3_jumping\frame082.jpg,0
datasets/train\subject-3\non_fall\3_jumping\frame083.jpg,0
datasets/train\subject-3\non_fall\3_jumping\frame084.jpg,0
datasets/train\subject-3\non_fall\3_jumping\frame085.jpg,0
datasets/train\subject-3\non_fall\3_jumping\frame086.jpg,0
datasets/train\subject-3\non_fall\3_jumping\frame087.jpg,0
datasets/train\subject-3\non_fall\3_jumping\frame088.jpg,0
datasets/train\subject-3\non_fall\3_jumping\frame089.jpg,0
datasets/train\subject-3\non_fall\3_jumping\frame090.jpg,0
datasets/train\subject-3\non_fall\3_jumping\frame091.jpg,0
datasets/train\subject-3\non_fall\3_jumping\frame092.jpg,0
datasets/train\subject-3\non_fall\3_jumping\frame093.jpg,0
datasets/train\subject-3\non_fall\3_jumping\frame094.jpg,0
datasets/train\subject-3\non_fall\3_jumping\frame095.jpg,0
datasets/train\subject-3\non_fall\3_jumping\frame096.jpg,0
datasets/train\subject-3\non_fall\3_jumping\frame097.jpg,0
datasets/train\subject-3\non_fall\3_jumping\frame098.jpg,0
datasets/train\subject-3\non_fall\3_jumping\frame099.jpg,0
datasets/train\subject-3\non_fall\3_jumping\frame100.jpg,0
datasets/train\subject-3\non_fall\3_jumping\frame101.jpg,0
datasets/train\subject-3\non_fall\3_jumping\frame102.jpg,0
datasets/train\subject-3\non_fall\3_jumping\frame103.jpg,0
datasets/train\subject-3\non_fall\3_jumping\frame104.jpg,0
datasets/train\subject-3\non_fall\3_jumping\frame105.jpg,0
datasets/train\subject-3\non_fall\3_jumping\frame106.jpg,0
datasets/train\subject-3\non_fall\3_jumping\frame107.jpg,0
datasets/train\subject-3\non_fall\3_jumping\frame108.jpg,0
datasets/train\subject-3\non_fall\3_jumping\frame109.jpg,0
datasets/train\subject-3\non_fall\3_jumping\frame110.jpg,0
datasets/train\subject-3\non_fall\3_jumping\frame111.jpg,0
datasets/train\subject-3\non_fall\3_jumping\frame112.jpg,0
datasets/train\subject-3\non_fall\3_jumping\frame113.jpg,0
datasets/train\subject-3\non_fall\3_jumping\frame114.jpg,0
datasets/train\subject-3\non_fall\3_jumping\frame115.jpg,0
datasets/train\subject-3\non_fall\3_jumping\frame116.jpg,0
datasets/train\subject-3\non_fall\3_jumping\frame117.jpg,0
datasets/train\subject-3\non_fall\3_jumping\frame118.jpg,0
datasets/train\subject-3\non_fall\3_jumping\frame119.jpg,0
datasets/train\subject-3\non_fall\3_jumping\frame120.jpg,0
datasets/train\subject-3\non_fall\3_jumping\frame121.jpg,0
datasets/train\subject-3\non_fall\3_jumping\frame122.jpg,0
datasets/train\subject-3\non_fall\3_jumping\frame123.jpg,0
datasets/train\subject-3\non_fall\3_laying\frame000.jpg,0
datasets/train\subject-3\non_fall\3_laying\frame001.jpg,0
datasets/train\subject-3\non_fall\3_laying\frame002.jpg,0
datasets/train\subject-3\non_fall\3_laying\frame003.jpg,0
datasets/train\subject-3\non_fall\3_laying\frame004.jpg,0
datasets/train\subject-3\non_fall\3_laying\frame005.jpg,0
datasets/train\subject-3\non_fall\3_laying\frame006.jpg,0
datasets/train\subject-3\non_fall\3_laying\frame007.jpg,0
datasets/train\subject-3\non_fall\3_laying\frame008.jpg,0
datasets/train\subject-3\non_fall\3_laying\frame009.jpg,0
datasets/train\subject-3\non_fall\3_laying\frame010.jpg,0
datasets/train\subject-3\non_fall\3_laying\frame011.jpg,0
datasets/train\subject-3\non_fall\3_laying\frame012.jpg,0
datasets/train\subject-3\non_fall\3_laying\frame013.jpg,0
datasets/train\subject-3\non_fall\3_laying\frame014.jpg,0
datasets/train\subject-3\non_fall\3_laying\frame015.jpg,0
datasets/train\subject-3\non_fall\3_laying\frame016.jpg,0
datasets/train\subject-3\non_fall\3_laying\frame017.jpg,0
datasets/train\subject-3\non_fall\3_laying\frame018.jpg,0
datasets/train\subject-3\non_fall\3_laying\frame019.jpg,0
datasets/train\subject-3\non_fall\3_laying\frame020.jpg,0
datasets/train\subject-3\non_fall\3_laying\frame021.jpg,0
datasets/train\subject-3\non_fall\3_laying\frame022.jpg,0
datasets/train\subject-3\non_fall\3_laying\frame023.jpg,0
datasets/train\subject-3\non_fall\3_laying\frame024.jpg,0
datasets/train\subject-3\non_fall\3_laying\frame025.jpg,0
datasets/train\subject-3\non_fall\3_laying\frame026.jpg,0
datasets/train\subject-3\non_fall\3_laying\frame027.jpg,0
datasets/train\subject-3\non_fall\3_laying\frame028.jpg,0
datasets/train\subject-3\non_fall\3_laying\frame029.jpg,0
datasets/train\subject-3\non_fall\3_laying\frame030.jpg,0
datasets/train\subject-3\non_fall\3_laying\frame031.jpg,0
datasets/train\subject-3\non_fall\3_laying\frame032.jpg,0
datasets/train\subject-3\non_fall\3_laying\frame033.jpg,0
datasets/train\subject-3\non_fall\3_laying\frame034.jpg,0
datasets/train\subject-3\non_fall\3_laying\frame035.jpg,0
datasets/train\subject-3\non_fall\3_laying\frame036.jpg,0
datasets/train\subject-3\non_fall\3_laying\frame037.jpg,0
datasets/train\subject-3\non_fall\3_laying\frame038.jpg,0
datasets/train\subject-3\non_fall\3_laying\frame039.jpg,0
datasets/train\subject-3\non_fall\3_laying\frame040.jpg,0
datasets/train\subject-3\non_fall\3_laying\frame041.jpg,0
datasets/train\subject-3\non_fall\3_laying\frame042.jpg,0
datasets/train\subject-3\non_fall\3_laying\frame043.jpg,0
datasets/train\subject-3\non_fall\3_laying\frame044.jpg,0
datasets/train\subject-3\non_fall\3_laying\frame045.jpg,0
datasets/train\subject-3\non_fall\3_laying\frame046.jpg,0
datasets/train\subject-3\non_fall\3_laying\frame047.jpg,0
datasets/train\subject-3\non_fall\3_laying\frame048.jpg,0
datasets/train\subject-3\non_fall\3_laying\frame049.jpg,0
datasets/train\subject-3\non_fall\3_laying\frame050.jpg,0
datasets/train\subject-3\non_fall\3_laying\frame051.jpg,0
datasets/train\subject-3\non_fall\3_laying\frame052.jpg,0
datasets/train\subject-3\non_fall\3_laying\frame053.jpg,0
datasets/train\subject-3\non_fall\3_laying\frame054.jpg,0
datasets/train\subject-3\non_fall\3_laying\frame055.jpg,0
datasets/train\subject-3\non_fall\3_laying\frame056.jpg,0
datasets/train\subject-3\non_fall\3_laying\frame057.jpg,0
datasets/train\subject-3\non_fall\3_laying\frame058.jpg,0
datasets/train\subject-3\non_fall\3_laying\frame059.jpg,0
datasets/train\subject-3\non_fall\3_laying\frame060.jpg,0
datasets/train\subject-3\non_fall\3_laying\frame061.jpg,0
datasets/train\subject-3\non_fall\3_laying\frame062.jpg,0
datasets/train\subject-3\non_fall\3_laying\frame063.jpg,0
datasets/train\subject-3\non_fall\3_laying\frame064.jpg,0
datasets/train\subject-3\non_fall\3_laying\frame065.jpg,0
datasets/train\subject-3\non_fall\3_laying\frame066.jpg,0
datasets/train\subject-3\non_fall\3_laying\frame067.jpg,0
datasets/train\subject-3\non_fall\3_laying\frame068.jpg,0
datasets/train\subject-3\non_fall\3_laying\frame069.jpg,0
datasets/train\subject-3\non_fall\3_laying\frame070.jpg,0
datasets/train\subject-3\non_fall\3_laying\frame071.jpg,0
datasets/train\subject-3\non_fall\3_laying\frame072.jpg,0
datasets/train\subject-3\non_fall\3_laying\frame073.jpg,0
datasets/train\subject-3\non_fall\3_laying\frame074.jpg,0
datasets/train\subject-3\non_fall\3_laying\frame075.jpg,0
datasets/train\subject-3\non_fall\3_laying\frame076.jpg,0
datasets/train\subject-3\non_fall\3_laying\frame077.jpg,0
datasets/train\subject-3\non_fall\3_laying\frame078.jpg,0
datasets/train\subject-3\non_fall\3_laying\frame079.jpg,0
datasets/train\subject-3\non_fall\3_laying\frame080.jpg,0
datasets/train\subject-3\non_fall\3_laying\frame081.jpg,0
datasets/train\subject-3\non_fall\3_laying\frame082.jpg,0
datasets/train\subject-3\non_fall\3_laying\frame083.jpg,0
datasets/train\subject-3\non_fall\3_laying\frame084.jpg,0
datasets/train\subject-3\non_fall\3_laying\frame085.jpg,0
datasets/train\subject-3\non_fall\3_laying\frame086.jpg,0
datasets/train\subject-3\non_fall\3_laying\frame087.jpg,0
datasets/train\subject-3\non_fall\3_laying\frame088.jpg,0
datasets/train\subject-3\non_fall\3_laying\frame089.jpg,0
datasets/train\subject-3\non_fall\3_laying\frame090.jpg,0
datasets/train\subject-3\non_fall\3_laying\frame091.jpg,0
datasets/train\subject-3\non_fall\3_laying\frame092.jpg,0
datasets/train\subject-3\non_fall\3_laying\frame093.jpg,0
datasets/train\subject-3\non_fall\3_laying\frame094.jpg,0
datasets/train\subject-3\non_fall\3_laying\frame095.jpg,0
datasets/train\subject-3\non_fall\3_laying\frame096.jpg,0
datasets/train\subject-3\non_fall\3_laying\frame097.jpg,0
datasets/train\subject-3\non_fall\3_laying\frame098.jpg,0
datasets/train\subject-3\non_fall\3_laying\frame099.jpg,0
datasets/train\subject-3\non_fall\3_laying\frame100.jpg,0
datasets/train\subject-3\non_fall\3_laying\frame101.jpg,0
datasets/train\subject-3\non_fall\3_laying\frame102.jpg,0
datasets/train\subject-3\non_fall\3_laying\frame103.jpg,0
datasets/train\subject-3\non_fall\3_laying\frame104.jpg,0
datasets/train\subject-3\non_fall\3_laying\frame105.jpg,0
datasets/train\subject-3\non_fall\3_laying\frame106.jpg,0
datasets/train\subject-3\non_fall\3_laying\frame107.jpg,0
datasets/train\subject-3\non_fall\3_laying\frame108.jpg,0
datasets/train\subject-3\non_fall\3_laying\frame109.jpg,0
datasets/train\subject-3\non_fall\3_laying\frame110.jpg,0
datasets/train\subject-3\non_fall\3_laying\frame111.jpg,0
datasets/train\subject-3\non_fall\3_laying\frame112.jpg,0
datasets/train\subject-3\non_fall\3_laying\frame113.jpg,0
datasets/train\subject-3\non_fall\3_laying\frame114.jpg,0
datasets/train\subject-3\non_fall\3_laying\frame115.jpg,0
datasets/train\subject-3\non_fall\3_laying\frame116.jpg,0
datasets/train\subject-3\non_fall\3_laying\frame117.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame000.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame001.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame002.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame003.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame004.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame005.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame006.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame007.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame008.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame009.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame010.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame011.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame012.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame013.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame014.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame015.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame016.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame017.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame018.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame019.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame020.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame021.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame022.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame023.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame024.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame025.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame026.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame027.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame028.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame029.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame030.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame031.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame032.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame033.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame034.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame035.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame036.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame037.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame038.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame039.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame040.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame041.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame042.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame043.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame044.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame045.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame046.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame047.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame048.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame049.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame050.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame051.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame052.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame053.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame054.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame055.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame056.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame057.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame058.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame059.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame060.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame061.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame062.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame063.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame064.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame065.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame066.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame067.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame068.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame069.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame070.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame071.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame072.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame073.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame074.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame075.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame076.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame077.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame078.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame079.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame080.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame081.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame082.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame083.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame084.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame085.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame086.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame087.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame088.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame089.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame090.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame091.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame092.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame093.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame094.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame095.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame096.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame097.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame098.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame099.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame100.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame101.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame102.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame103.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame104.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame105.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame106.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame107.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame108.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame109.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame110.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame111.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame112.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame113.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame114.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame115.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame116.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame117.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame118.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame119.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame120.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame121.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame122.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame123.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame124.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame125.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame126.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame127.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame128.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame129.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame130.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame131.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame132.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame133.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame134.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame135.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame136.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame137.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame138.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame139.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame140.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame141.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame142.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame143.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame144.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame145.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame146.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame147.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame148.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame149.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame150.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame151.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame152.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame153.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame154.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame155.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame156.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame157.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame158.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame159.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame160.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame161.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame162.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame163.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame164.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame165.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame166.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame167.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame168.jpg,0
datasets/train\subject-3\non_fall\3_picking\frame169.jpg,0
datasets/train\subject-3\non_fall\3_squat\frame000.jpg,0
datasets/train\subject-3\non_fall\3_squat\frame001.jpg,0
datasets/train\subject-3\non_fall\3_squat\frame002.jpg,0
datasets/train\subject-3\non_fall\3_squat\frame003.jpg,0
datasets/train\subject-3\non_fall\3_squat\frame004.jpg,0
datasets/train\subject-3\non_fall\3_squat\frame005.jpg,0
datasets/train\subject-3\non_fall\3_squat\frame006.jpg,0
datasets/train\subject-3\non_fall\3_squat\frame007.jpg,0
datasets/train\subject-3\non_fall\3_squat\frame008.jpg,0
datasets/train\subject-3\non_fall\3_squat\frame009.jpg,0
datasets/train\subject-3\non_fall\3_squat\frame010.jpg,0
datasets/train\subject-3\non_fall\3_squat\frame011.jpg,0
datasets/train\subject-3\non_fall\3_squat\frame012.jpg,0
datasets/train\subject-3\non_fall\3_squat\frame013.jpg,0
datasets/train\subject-3\non_fall\3_squat\frame014.jpg,0
datasets/train\subject-3\non_fall\3_squat\frame015.jpg,0
